old_source_mat_id,ref_code_seq,ref_code,nucl_acid_ext,nucl_acid_amp,lib_reads_seqd,lib_layout,target_gene,target_subfragment,ampl_size,pcr_primers,mid,adapters,pcr_cond,seq_quality_check,seq_meth,dna_conc,dna_conc_method,dna_quantity_after_extraction,analysis,run,reads_name,mock_pr,mock_eu,source_mat_id_an,url_seq,sop_seq,source_mat_id,obs_id,batch,sample_type,seq_run_ro_crate_fname,forward_read_fname,backward_read_fname,run_status,version,date_started,system_run,output_loc,output_size
EMOBON_BPNS_Wa_210825_0.2um_2,DBB_AACE,EMOBON00014,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67391159.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,17.2,,1685.6,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACEOSDA_1_HMNJKDSX3.UDI221,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_BPNS_Wa_210825_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_27,BPNS,001,filters,,DBB_AACEOSDA_1_1_HMNJKDSX3.UDI221_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-12-02,CETA ceta4,,
EMOBON_BPNS_Wa_210825_3um_1,DBB_AACW,EMOBON00011,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,70644143.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,18.65,,1827.7,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACWOSDA_4_HMGW5DSX3.UDI247,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_BPNS_Wa_210825_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_21,BPNS,001,filters,,DBB_AACWOSDA_4_1_HMGW5DSX3.UDI247_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2025-01-09,UID,,
EMOBON_BPNS_Wa_210825_3um_2,DBB_AACX,EMOBON00012,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,88712287.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,25.0,,2450.0,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACXOSDA_4_HMGW5DSX3.UDI259,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_BPNS_Wa_210825_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_BPNS_Wa_22,BPNS,001,filters,,DBB_AACXOSDA_4_1_HMGW5DSX3.UDI259_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2025-01-22,UID,,
EMOBON_EMT21_Wa_210825_0.2um_1,DBB_AACH,EMOBON00033,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,48908124.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,6.86,,672.3,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACHOSDA_1_HMNJKDSX3.UDI257,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_EMT21_Wa_210825_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_EMT21_Wa_6,EMT21,001,filters,,DBB_AACHOSDA_1_1_HMNJKDSX3.UDI257_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-12-02,CETA ceta6,,
EMOBON_EMT21_Wa_210825_0.2um_2,DBB_AACI,EMOBON00034,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,49463183.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,19.5,,1911.0,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AACIOSDA_1_HMNJKDSX3.UDI269,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_EMT21_Wa_210825_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_EMT21_Wa_7,EMT21,001,filters,,DBB_AACIOSDA_1_1_HMNJKDSX3.UDI269_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2024-11-26,CETA ceta-gen,,
EMOBON_EMT21_Wa_210825_3um_1,DBB_AACF,EMOBON00031,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,95566929.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,3.1,,303.8,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACFOSDA_4_HMGW5DSX3.UDI233,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_EMT21_Wa_210825_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_EMT21_Wa_1,EMT21,001,filters,DBB_AACFOSDA_4_HMGW5DSX3.UDI233.zip,DBB_AACFOSDA_4_1_HMGW5DSX3.UDI233_clean.fastq.gz,DBB_AACFOSDA_4_2_HMGW5DSX3.UDI233_clean.fastq.gz,COMPLETED,develop (3cf3a7d),2025-01-06,UID,,
EMOBON_EMT21_Wa_210825_3um_2,DBB_AACG,EMOBON00032,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,72618721.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,3.8,,372.4,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AACGOSDA_4_HMGW5DSX3.UDI245,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_EMT21_Wa_210825_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_EMT21_Wa_2,EMT21,001,filters,,DBB_AACGOSDA_4_1_HMGW5DSX3.UDI245_clean.fastq.gz,DBB_AACGOSDA_4_2_HMGW5DSX3.UDI245_clean.fastq.gz,COMPLETED,develop (3cf3a7d),2025-01-06,UID,,
EMOBON_ESC68N_Wa_210830_0.2um_1,DBB_AABE,EMOBON00005,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,52904712.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.29,,420.4,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABEOSDA_1_HMNJKDSX3.UDI231,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_ESC68N_Wa_210830_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ESC68N_Wa_3,ESC68N,001,filters,,DBB_AABEOSDA_1_1_HMNJKDSX3.UDI231_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_ESC68N_Wa_210830_0.2um_2,DBB_AABF,EMOBON00006,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,54961453.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,1.495,,146.5,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABFOSDA_4_HMNJKDSX3.UDI228,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_ESC68N_Wa_210830_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ESC68N_Wa_4,ESC68N,001,filters,,DBB_AABFOSDA_4_1_HMNJKDSX3.UDI228_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-20,CETA,,
EMOBON_ESC68N_Wa_210830_3um_1,DBB_AABC,EMOBON00003,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,85129819.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,3.69,,361.6,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AABCOSDA_4_HMGW5DSX3.UDI207,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_ESC68N_Wa_210830_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ESC68N_Wa_1,ESC68N,001,filters,DBB_AABCOSDA_4_HMGW5DSX3.UDI207.zip,DBB_AABCOSDA_4_1_HMGW5DSX3.UDI207_clean.fastq.gz,DBB_AABCOSDA_4_2_HMGW5DSX3.UDI207_clean.fastq.gz,COMPLETED,1.0,2023-08-14,HCMR-HPC,HCMR-HPC,
EMOBON_ESC68N_Wa_210830_3um_2,DBB_AABD,EMOBON00004,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,81370157.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,5.05,,494.9,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AABDOSDA_4_HMGW5DSX3.UDI219,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_ESC68N_Wa_210830_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_ESC68N_Wa_2,ESC68N,001,filters,DBB_AABDOSDA_4_HMGW5DSX3.UDI219.zip,DBB_AABDOSDA_4_1_HMGW5DSX3.UDI219_clean.fastq.gz,DBB_AABDOSDA_4_2_HMGW5DSX3.UDI219_clean.fastq.gz,COMPLETED,1.0,2023-08-14,HCMR-HPC,HCMR-HPC,
EMOBON_HCMR-1_Wa_210628_0.2um_1,DBB_AABK,EMOBON00071,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,49923687.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,4.83,,473.3,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABKOSDA_1_HMNJKDSX3.UDI267,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_HCMR-1_Wa_210628_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_HCMR-1_Wa_5,HCMR-1,001,filters,,DBB_AABKOSDA_1_1_HMNJKDSX3.UDI267_clean.fastq.gz ,,COMPLETED,develop (3cf3a7d),2016-12-17,CETA,,
EMOBON_HCMR-1_Wa_210628_0.2um_2,DBB_AABL,EMOBON00072,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,46200567.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,8.05,,788.9,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABLOSDA_1_HMNJKDSX3.UDI279,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_HCMR-1_Wa_210628_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_HCMR-1_Wa_6,HCMR-1,001,filters,,DBB_AABLOSDA_1_1_HMNJKDSX3.UDI279_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-17,CETA ceta3,,
EMOBON_HCMR-1_Wa_210628_3um_1,DBB_AABI,EMOBON00068,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,73358810.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,1.215,,119.1,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AABIOSDA_4_HMGW5DSX3.UDI238,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_HCMR-1_Wa_210628_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_HCMR-1_Wa_1,HCMR-1,001,filters,DBB_AABIOSDA_4_HMGW5DSX3.UDI238.zip,DBB_AABIOSDA_4_1_HMGW5DSX3.UDI238_clean.fastq.gz,DBB_AABIOSDA_4_2_HMGW5DSX3.UDI238_clean.fastq.gz,COMPLETED,1.0,2023-08-14,HCMR-HPC,HCMR-HPC,
EMOBON_IUIEilat1_Wa_210829_0.2um_1,DBB_AAAM,EMOBON00080,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,82699976.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,6.32,,619.4,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAAMOSDA_4_HMGW5DSX3.UDI241,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_IUIEilat1_Wa_210829_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_IUIEilat_Wa_1,IUIEilat,001,filters,DBB_AAAMOSDA_4_HMGW5DSX3.UDI241.zip,DBB_AAAMOSDA_4_1_HMGW5DSX3.UDI241_clean.fastq.gz,DBB_AAAMOSDA_4_2_HMGW5DSX3.UDI241_clean.fastq.gz        ,COMPLETED,1.0,2023-06-27,HCMR-HPC,HCMR-HPC,
EMOBON_IUIEilat1_Wa_210829_0.2um_2,DBB_AAAN,EMOBON00081,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,88753591.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,9.62,,942.8,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAANOSDA_4_HMGW5DSX3.UDI253,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_IUIEilat1_Wa_210829_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_IUIEilat_Wa_2,IUIEilat,001,filters,DBB_AAANOSDA_4_HMGW5DSX3.UDI253.zip,DBB_AAANOSDA_4_1_HMGW5DSX3.UDI253_clean.fastq.gz,DBB_AAANOSDA_4_2_HMGW5DSX3.UDI253_clean.fastq.gz,COMPLETED,1.0,2024-09-01,HCMR-HPC,HCMR-HPC,
EMOBON_IUIEilat1_Wa_210829_3um_1,DBB_AAAO,EMOBON00082,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,62617985.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,1.505,,147.5,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAAOOSDA_4_HMGW5DSX3.UDI226,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_IUIEilat1_Wa_210829_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_IUIEilat_Wa_5,IUIEilat,001,filters,DBB_AAAOOSDA_4_HMGW5DSX3.UDI226.zip,DBB_AAAOOSDA_4_1_HMGW5DSX3.UDI226_clean.fastq.gz,DBB_AAAOOSDA_4_2_HMGW5DSX3.UDI226_clean.fastq.gz,COMPLETED,1.0,2023-08-09,HCMR-HPC,HCMR-HPC,
EMOBON_IUIEilat1_Wa_210829_3um_2,DBB_AAAP,EMOBON00083,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,83595057.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,1.92,,188.2,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AAAPOSDA_4_HMGW5DSX3.UDI265,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_IUIEilat1_Wa_210829_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_IUIEilat_Wa_6,IUIEilat,001,filters,DBB_AAAPOSDA_4_HMGW5DSX3.UDI265.zip,DBB_AAAPOSDA_4_1_HMGW5DSX3.UDI265_clean.fastq.gz,DBB_AAAPOSDA_4_2_HMGW5DSX3.UDI265_clean.fastq.gz,COMPLETED,1.0,2023-07-25,HCMR-HPC,HCMR-HPC,
EMOBON_NRMCB_Wa_210621_3um_1,DBB_AABA,EMOBON00056,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,81490002.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,8.29,,812.4,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AABAOSDA_4_HMGW5DSX3.UDI278,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_NRMCB_Wa_210621_3um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_NRMCB_Wa_1,NRMCB,001,filters,DBB_AABAOSDA_4_HMGW5DSX3.UDI278.zip,DBB_AABAOSDA_4_1_HMGW5DSX3.UDI278_clean.fastq.gz,DBB_AABAOSDA_4_2_HMGW5DSX3.UDI278_clean.fastq.gz,COMPLETED,1.0,2023-08-09,HCMR-HPC,HCMR-HPC,
EMOBON_NRMCB_Wa_210621_3um_2,DBB_AABB,EMOBON00057,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,85203137.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,9.41,,922.2,METAGENOMIC,220622_JARVIS_HMGW5DSX3,DBB_AABBOSDA_4_HMGW5DSX3.UDI195,DDC_AAAAOSDA_4_HMGW5DSX3.UDI201,DDC_AAABOSDA_4_HMGW5DSX3.UDI213,EMOBON_NRMCB_Wa_210621_3um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_NRMCB_Wa_2,NRMCB,001,filters,DBB_AABBOSDA_4_HMGW5DSX3.UDI195.zip,DBB_AABBOSDA_4_1_HMGW5DSX3.UDI195_clean.fastq.gz,DBB_AABBOSDA_4_2_HMGW5DSX3.UDI195_clean.fastq.gz,COMPLETED,1.0,2023-08-19,HCMR-HPC,HCMR-HPC,
EMOBON_NRMCB_Wa_210831_0.2um_1,DBB_AABS,EMOBON00065,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,50959007.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,17.9,,1754.2,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABSOSDA_1_HMNJKDSX3.UDI220,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_NRMCB_Wa_210831_0.2um_1_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_NRMCB_Wa_28,NRMCB,001,filters,,DBB_AABSOSDA_1_1_HMNJKDSX3.UDI220_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-17,CETA ceta1,,
EMOBON_NRMCB_Wa_210831_0.2um_2,DBB_AABT,EMOBON00066,https://www.protocols.io/view/cryogrinding-protocol-mecanic-lysis-of-planktonic-n92ldyq88l5b/v1; https://www.protocols.io/view/rna-dna-extraction-from-plankton-natural-samples-u-eq2lynz2qvx9/v1; https://www.fishersci.com/shop/products/nucleospin-rna-ii-740955-250/NC0707522; https://www.mn-net.com/lysis-buffer-ra1-740961,metag,67900169.0,paired,metag,metag,metag,metag,,,DNA Polymerase:taq Q5;NoPCRs:2;PCRvolume:30;Nocycles:10,basic Genoscope QC,Illumina NovaSeq 6000,10.75,,1053.5,METAGENOMIC,220712_JARVIS_HMNJKDSX3,DBB_AABTOSDA_1_HMNJKDSX3.UDI232,DDC_AAAAOSDA_1_HMNJKDSX3.UDI201,,EMOBON_NRMCB_Wa_210831_0.2um_2_metag,,Prod_ILL_BqADN_NEBUII_151_v4; Bq NEB Next Ultra II,EMOBON_NRMCB_Wa_29,NRMCB,001,filters,,DBB_AABTOSDA_1_1_HMNJKDSX3.UDI232_clean.fastq.gz,,COMPLETED,develop (3cf3a7d),2016-12-12,CETA cet-gen,,
